cl010053275;"La Sortie de l'arche";"Dughet, Gaspard ; France";"1600 / 1700  (XVIIe siècle)";"INV 271; MR 236";"Département des Peintures";;"Les Andelys (France), Musée municipal Nicolas Poussin";
cl010053276;"Le Déluge";"France ; Poussin, Nicolas";"1600 / 1700  (XVIIe siècle)";"INV 7309; MR 2352";"Département des Peintures";;"Les Andelys (France), Musée municipal Nicolas Poussin";
cl010053280;"Débarquement de la reine Victoria au Tréport en 1843";"Isabey, Eugène ; France";"1800 / 1900  (XIXe siècle)";"RF 1953 30";"Département des Peintures";;"Dieppe (France), Château-musée";
cl010053281;"Une Marée basse ; une prise en Bretagne";"Le Poittevin, Eugène ; France";"1800 / 1900  (XIXe siècle)";"INV 6215; LP 160";"Département des Peintures";;"non exposé";
cl010053282;"Henri IV le matin de la bataille d'Ivry (14 mars 1590)";"Tardieu, Jean Charles, dit Tardieu-Cochin ; France";1824;"INV 8101; C 415; Inv. DP.2004.1.1; LP 270";"Département des Peintures";;"non exposé";
cl010053283;"Vue d'une partie de l'intérieur de la grande mosquée de Cordoue (Espagne)";"Sebron, Hippolyte ; France";"1800 / 1900  (XIXe siècle)";"RF 573";"Département des Peintures";;"Rives-en-Seine, Caudebec-en-Caux (France), Musée municipal";
cl010053284;"Saint Louis rend la justice sous un chêne à Vincennes";"Tardieu, Jean Charles, dit Tardieu-Cochin ; France";"1800 / 1900  (XIXe siècle)";"INV 8096; C 412; LP 267";"Département des Peintures";;"Neufchâtel-en-Bray (France), Musée municipal Mathon Durand";
cl010053285;"La France";"Dubufe, Claude-Marie ; France";"1800 / 1900  (XIXe siècle)";"INV 4251; C 212";"Département des Peintures";;"Rouen (France), Palais de Justice";
cl010053286;"Apothéose de Saint Louis";"Hesse, Nicolas-Auguste ; France";1826;"INV 5344; C 276";"Département des Peintures";;"Rouen (France), Palais de Justice";
cl010053287;"Vue prise de Rocognano (Corse)";"Empis, Catherine Edmée Simonis ; France";"1800 / 1900  (XIXe siècle)";"INV 4347; LP 4738";"Département des Peintures";;"Rouen (France), Préfecture de la Seine-Maritime";
cl010053288;"Pandore descendue sur la terre par Mercure";"Alaux, Jean ; France";1823;"INV 2210; L 3894";"Département des Peintures";;"Saint-Cloud (France), Château";
cl010053291;"Fédération des Gardes nationales et de l'armée au Champ-de-Mars, à Paris, le 14 juillet 1790.";"France ; Couder, Auguste ; Guédy, Théodore";"1838 / 1840  (2e quart du XIXe siècle; 4e quart du XIXe siècle)";"INV 2237";"Département des Peintures";;"Lyon (France), Préfecture du Rhône, salle d'exposition";
cl010053296;"La Mort de Socrate";"Alizard, Jean-Baptiste ; France";1762;"INV 2307; B 1540";"Département des Peintures";;"Paris (France), Ecole nationale supérieure des Beaux-Arts";
cl010053298;Paysage;"Allegrain, Étienne ; France";"1665 / 1740  (Fin du XVIIe siècle - début du XVIIIè siècle)";"INV 2319; MR 1131";"Département des Peintures";;"Paris (France), Palais du Luxembourg";
cl010053299;Paysage;"Allegrain, Étienne ; France";"1665 / 1740  (Fin du XVIIe siècle - début du XVIIIè siècle)";"INV 2320; B 376";"Département des Peintures";;"Paris (France), Palais du Luxembourg";
cl010053300;"Paysage. Vaches dans une clairière";"Allemand, Louis Hector ; France";"avant 1886";"RF 508";"Département des Peintures";;"Paris (France), Palais du Luxembourg";
cl010053301;L'Assomption;"Amic, Clarisse ; France";1847;"INV 2333 bis; LP 7319; INV 7319; 892.06.76";"Département des Peintures";;"non exposé";
cl010053302;"Magon, frère d'Annibal, répand au milieu du Sénat de Carthage les anneaux des chevaliers romains qui avaient péri à la bataille de Cannes";"Amand, Jacques François ; France";1767;"INV 8701; B 1478";"Département des Peintures";;"Saint-Lô (France), Musée des Beaux-Arts et d'Histoire";
cl010053304;"Éducation de l'Amour par Mercure";"Ansiaux, Antoine ; France";1818;"INV 2351; L 3630";"Département des Peintures";;"non exposé";
cl010053305;"Mercure remet la pomme à Pâris";"Ansiaux, Antoine ; France";1818;"INV 2352; L 3629";"Département des Peintures";;"non exposé";
cl010053309;"Les Adieux de Coriolan à sa femme.";"Aubry, Étienne ; France";1781;"RF 1983 101";"Département des Peintures";;"Cholet (France), Musée d'Art et d'Histoire, salle d'exposition";
cl010053312;"Les Alliances de la France";"Bachelier, Jean Jacques ; France";1763;"INV 2381; MR 1157";"Département des Peintures";;"Versailles (France), Bibliothèque municipale, salle d'exposition";
cl010053313;"Le Pacte de la famille";"Bachelier, Jean Jacques ; France";1763;"INV 2382; MR 1158";"Département des Peintures";;"Versailles (France), Bibliothèque municipale, salle d'exposition";
cl010053314;"Gentilhomme en habit de cour";"Barbault, Jean ; France";1755;"RF 1948 8";"Département des Peintures";;"non exposé";
cl010053318;"Vue du château de Chantilly, prise de la grille d'honneur";"France ; Barbier, Nicolas Alexandre";1846;"INV 2419; LP 6701";"Département des Peintures";;"Paris (France), Assemblée nationale, salle d'exposition";
cl010053319;"Numa et la nymphe Égérie";"Barbier Walbonne, Jacques Luc ; France";1827;"INV 2420; C 254";"Département des Peintures";;"Nîmes (France), Musée des Beaux-Arts";
cl010053320;"La Vierge en prières devant l’Enfant Jésus endormi dans son berceau";"Bard, Jean Auguste ; France";1843;"INV 2423; LP 5532";"Département des Peintures";;"Beauvais (France), Musée départemental de l'Oise";
cl010053321;"Monuments antiques : Castor et Pollux annonçant la perte de la bataille de Cannes (titre proposé par le musée)";"Berdot de Montbelliard, Jean Georges ; France";1660;"INV 2427; MR 1168; P 32";"Département des Peintures";;"Limoges (France), Musée des Beaux-Arts, Palais de l'Evêché, salle d'exposition";
cl010053325;"Napoléon au pont d'Arcis-sur-Aube, le 20 mars 1814";"Beaucé, Jean Adolphe ; France";1843;"INV 2441; LP 5589; MAH.D.891.1";"Département des Peintures";;"Arcis-sur-Aube (France), Mairie";
cl010053327;"La Mort de Calamus";"Beaufort, Jacques Antoine ; France";1779;"INV 2443; MR 1171";"Département des Peintures";;"Caen (France), Musée des Beaux-Arts";
cl010053328;"La Mort de saint Louis";"Beaufort, Jacques Antoine ; France";1773;"INV 2444";"Département des Peintures";;"Paris (France), Chapelle de l'Ecole militaire";
cl010053336;"Vue prise aux environs de Médéah ; province d'Alger";"Bellel, Jean-Joseph ; France";1869;"INV 20591; A 0153 bis";"Département des Peintures";;"Paris (France), Palais du Luxembourg, salle d'exposition";
cl010053342;"Daphnis et Chloé";"Dubois, François ; France";"1800 / 1900  (XIXe siècle)";"RF 174";"Département des Peintures";;"Périgueux (France), Préfecture de la Dordogne, salle d'exposition";
cl010053344;"Manolito Guasquez et le tonto de Coria";"Lucas Velázquez, Eugenio ; Espagne";"vers 1865";"MI 1224";"Département des Peintures";;"Bayonne (France), Musée Bonnat-Helleu, salle d'exposition";
cl010053345;"Couronnement de l'Empereur Charles Quint à Bologne";"Crayer, Gaspard de ; Pays-Bas du Sud";"1600 / 1700  (XVIIe siècle)";"MI 1222";"Département des Peintures";;"Montauban (France), Musée Ingres-Bourdelle, salle d'exposition";
cl010053346;"Couronnement de la Vierge";"Espagne ; Sevilla, Juan de ( dit aussi Juan de Peralta)";1440;"RF 3658; D 578 6";"Département des Peintures";;"Perpignan (France), Musée Hyacinthe Rigaud, salle d'exposition";
cl010053347;"Jeune fille d'Albano";"Madrazo y Kuntz, Federico de ; Espagne";1837;"INV 924 bis; LP 6673";"Département des Peintures";;"Paris (France), Assemblée nationale";
cl010053349;"Le Martyre de saint Vincent";"Alcanyís, Miquel ; Espagne";"1375 / 1425  (Fin du XIVe siècle - début du XVe siècle)";"RF 3659; D 57 8";"Département des Peintures";;"Perpignan (France), Musée Hyacinthe Rigaud, salle d'exposition";
cl010053350;"Vierge au chapelet";"Tassaert, Octave ; France ; Murillo, Bartolomé Esteban";1847;"INV 934; LP 7391";"Département des Peintures";;"Chenonceau (France), Église";
cl010053351;"Vierge au chapelet";"Ghiraldi, Sébastien ; Espagne ; Murillo, Bartolomé Esteban";1828;"INV 935; C 283";"Département des Peintures";;"Chauny (France)";
cl010053354;"L'Enfant Jésus endormi";"Espagne ; Murillo, Bartolomé Esteban";"1600 / 1700  (XVIIe siècle)";"MI 1225";"Département des Peintures";;"Bagnols-sur-Cèze (France), Musée archéologique Léon Alègre";
cl010053355;"Le Repentir de saint Pierre";"Espagne ; Ribera, Jusepe de";"1600 / 1700  (XVIIe siècle)";"MI 1226; X 807-b";"Département des Peintures";;"Lyon (France), Musée des Beaux-Arts, salle d'exposition";
cl010053356;"Saint Jérôme";"Espagne ; Ribera, Jusepe de";"1600 / 1700  (XVIIe siècle)";"MI 1227; 872 5 29";"Département des Peintures";;"Pau (France), Musée des Beaux-Arts, salle d'exposition";
cl010053357;"Tête de vieillard";Espagne;"1600 / 1700  (XVIIe siècle)";"MI 1228";"Département des Peintures";;"La Rochelle (France), Musée des Beaux-Arts";
cl010053358;"Philippe IV en buste";"Espagne ; Velázquez, Diego Rodríguez de Silva y";"après 1656";"MI 899";"Département des Peintures";;"Cambrai (France), Musée municipal des beaux-arts";
cl010053359;"Portrait de l'Infante Marguerite en buste (anciennement Marie-Anne d'Autriche)";"Espagne ; Velázquez, Diego Rodríguez de Silva y";1660;"MI 900; D 52 3 7";"Département des Peintures";;"non exposé";
cl010053360;"Portrait de Marie-Anne d'Autriche (1634-1696), reine d'Espagne";"Espagne ; Velázquez, Diego Rodríguez de Silva y";"1656 / 1657  (Milieu du XVIIe siècle)";"MI 1229; D.328.1";"Département des Peintures";;"non exposé";
cl010053361;"Sainte Apolline";"Espagne ; Zurbarán, Francisco de ; Ries, Ignacio de";"1600 / 1700  (XVIIe siècle)";"MI 1232; MBA J 355 (J1881) P Dep.";"Département des Peintures";;"non exposé";
cl010053362;"Religieux de l'ordre de la Merci (Fray Alonso de Monroy ?), dit aussi Félipe de Guimaran, père de la Merci";"Espagne ; Zurbarán, Francisco de";"1600 / 1700  (XVIIe siècle)";"MI 1240; 872 5 20";"Département des Peintures";;"non exposé";
cl010053363;"Sainte Lucie";"Espagne ; Zurbarán, Francisco de";"1600 / 1700  (XVIIe siècle)";"MI 1233";"Département des Peintures";;"Caen (France), Musée des Beaux-Arts";
cl010053364;"La Madeleine entre saint Michel et saint Bernardin de Sienne, dit Triptyque Spiridon";"Anonyme ; Espagne";"1400 / 1500  (XVe siècle)";"RF 1944 10; D 57 7 1";"Département des Peintures";;"Perpignan (France), Musée Hyacinthe Rigaud, salle d'exposition";
cl010053365;"Trois épisodes de la vie de saint Christophe";"Anonyme ; Espagne";"1300 / 1400  (XIVe siècle)";"RF 1947 56; D 57 8 2";"Département des Peintures";;"Perpignan (France), Musée Hyacinthe Rigaud, salle d'exposition";
cl010053366;"La Vierge et saint Joseph adorant l'Enfant Jésus";"Anonyme ; Espagne";"1600 / 1700  (XVIIe siècle)";"MI 1234; D 872 1 1";"Département des Peintures";;"non exposé";
cl010053367;"Apparition de l'Enfant Jésus à sainte Thérèse";"Espagne ; Valdés Leal, Juan de";"1600 / 1700  (XVIIe siècle)";"MI 1236; D NP 88 DE";"Département des Peintures";;"non exposé";
cl010053368;"Portrait d'homme";"Anonyme ; Espagne";"1600 / 1700  (XVIIe siècle)";"MI 1147";"Département des Peintures";;"Narbonne (France), Musée d'Art et d'Histoire, salle d'exposition";
cl010053369;"Gibier et chasseurs";"Anonyme ; Italie";"1600 / 1700  (XVIIe siècle)";"MNR 367";"Département des Peintures";;"Agen (France), Musée des Beaux-Arts, salle d'exposition";MNR
cl010053370;"Tancrède soigné par Herminie et Vafrin après le combat d'Argant";"Anonyme ; Italie";"1600 / 1700  (XVIIe siècle)";"MNR 804; Inv 18794";"Département des Peintures";;"non exposé";MNR
cl010053371;"Portrait de Charles IV";"Bonito, Giuseppe ; Italie";"1700 / 1800  (XVIIIe siècle)";"MNR 104; Inv 52 16 11";"Département des Peintures";;"non exposé";MNR
cl010053372;"Massacre des Triumvirs";"Abate, Nicolò dell' ; Italie";"1500 / 1600  (XVIe siècle)";"RF 1945 12";"Département des Peintures";;"Beauvais (France), Musée départemental de l'Oise, salle d'exposition";
cl010053373;L'Annonciation;"Albani, Francesco ; Italie";"1625 / 1630  (XVIIe siècle)";"INV 2; MR 2";"Département des Peintures";;"Dijon (France), Musée des Beaux-Arts, salle d'exposition";
cl010053378;"L'Enfant prodigue";"Batoni, Pompeo ; Italie";"1700 / 1800  (XVIIIe siècle)";"INV 25; B 1365";"Département des Peintures";;"Paris (France), Grande Chancellerie de la Légion d'Honneur, salle d'exposition";
cl010053379;"La Fécondité";"Albani, Francesco ; Italie";1640;"INV 35; MR 23";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (la Trémoille)";
cl010053380;"Salmacis et Hermaphrodite";"Albani, Francesco ; Italie";"1600 / 1700  (XVIIe siècle)";"INV 37; B 180";"Département des Peintures";;"Saint-Quentin (France), Musée Antoine Lécuyer";
cl010053382;"Saint Barthélemy";"Aleotti, Antonio ; Italie";"1500 / 1600  (XVIe siècle)";"MI 505; Campana 219";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053383;"Saint Laurent";"Aleotti, Antonio ; Italie";"1500 / 1600  (XVIe siècle)";"MI 506; Campana 220";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053384;"Saint Jean Évangéliste";"Aleotti, Antonio ; Italie";"1500 / 1600  (XVIe siècle)";"MI 507; Campana 239";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053385;"Saint Nicolas";"Aleotti, Antonio ; Italie";"1500 / 1600  (XVIe siècle)";"MI 508; Campana 240";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053386;"La Vierge de Majesté entourée de six anges";"Ghissi, Francescuccio ; Italie";"1300 / 1400  (XIVe siècle)";"MI 364; Campana 28";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053387;L'Assomption;"Vanni, Turino ; Italie";"1400 / 1500  (XVe siècle)";"INV 20678; Campana 104";"Département des Peintures";;"non exposé";
cl010053388;"La Vierge et l'Enfant avec six saints : Laurent, Barthélemy, Madeleine, Catherine (?), Lucie (?), Antoine abbé.";"Italie ; Mariotto di Nardo";"1400 / 1500  (XVe siècle)";"MI 369; Campana 125";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053389;"Saint Laurent distribue aux pauvres et aux malades les trésors légués par l'empereur déchu, Philippe le Jeune, à l'Église.";"Italie ; Mariotto di Nardo";"1400 / 1500  (XVe siècle)";"MI 388; Campana 121";"Département des Peintures";;"non exposé";
cl010053390;"Saint Laurent en prison baptise son geôlier Hippolyte et guérit les aveugles et les infirmes.";"Italie ; Mariotto di Nardo";"1400 / 1500  (XVe siècle)";"MI 389; Campana 122";"Département des Peintures";;"non exposé";
cl010053391;"Le nouvel empereur Dèce interroge saint Laurent sur les trésors de Philippe et lui donne trois jours pour les trouver.";"Italie ; Mariotto di Nardo";"1400 / 1500  (XVe siècle)";"MI 390; Campana 123";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053392;"Saint Laurent rassemble les pauvres et les malades, et les présente à l'empereur comme les vrais trésors de l'Église.";"Italie ; Mariotto di Nardo";"1400 / 1500  (XVe siècle)";"MI 391; Campana 124";"Département des Peintures";;"non exposé";
cl010053393;"Saint Antoine abbé";"Andrea di Bartolo ; Italie";"1400 / 1500  (XVe siècle)";"INV 20163; Campana 116";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053394;"Saint Evêque";"Andrea di Bartolo ; Italie";"1400 / 1500  (XVe siècle)";"INV 20275; Campana 115";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053395;"Saint Costanzo ?";"Andrea di Bartolo ; Italie";"1400 / 1500  (XVe siècle)";"RF 3166; D. 14";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053396;"Le Christ en croix entre sainte Madeleine, la Vierge, saint Jean et saint Bernardo degli Uberti";"Andrea di Giusto ; Italie";"1400 / 1500  (XVe siècle)";"INV 20199; Campana 332";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053397;"Le Jugement dernier. Le Christ et les apôtres";"Italie ; Fra Angelico (Guido di Pietro, dit Fra Giovanni da Fiesole)";"1400 / 1500  (XVe siècle)";"MI 468; Campana 157";"Département des Peintures";;"non exposé";
cl010053398;"La Vierge et l'Enfant entre saint Jean Baptiste et saint Jean l'Évangéliste";"Antoniazzo Romano ; Italie";"1400 / 1500  (XVe siècle)";"MI 571; Campana 379; D. 17";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053399;"La ""Navicella""";"Antoniazzo Romano ; Giotto di Bondone ; Italie";"1400 / 1500  (XVe siècle)";"MI 575; Campana 399; D. 18";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053400;Madone;"Antoniazzo Romano ; Italie";1494;"RF 1712";"Département des Peintures";;"Le Mans (France), Musée de Tessé, salle d'exposition";
cl010053401;"La Vierge et l'Enfant (au-dessu, dans un quadrilobe : Dieu le Père), saint Dominique, sainte Madeleine";"Anonyme ; Italie";"1400 / 1450  (XVe siècle)";"MI 445; Campana 362";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053402;"La Cène";"Assereto, Gioacchino ; Italie";1620;"MI 1235";"Département des Peintures";;"Pau (France), Musée des Beaux-Arts, salle d'exposition";
cl010053405;Apollon;"Baglione, Giovanni ; Italie";1620;"INV 342; D 938 1; B 1277";"Département des Peintures";;"Arras (France), Musée des Beaux-Arts";
cl010053406;"Calliope, muse de l'Éloquence";"Baglione, Giovanni ; Italie";1620;"INV 344; D 938 2; B 1542";"Département des Peintures";;"Arras (France), Musée des Beaux-Arts, salle d'exposition";
cl010053407;"Clio, muse de l'Histoire et de la Poésie héroïque";"Baglione, Giovanni ; Italie";1620;"INV 351; D 938 3; B 157";"Département des Peintures";;"Arras (France), Musée des Beaux-Arts, salle d'exposition";
cl010053408;"Érato, muse de l'Élégie";"Baglione, Giovanni ; Italie";1620;"INV 348; D 938 4; B 158";"Département des Peintures";;"Arras (France), Musée des Beaux-Arts, salle d'exposition";
cl010053409;"Euterpe, muse de la Musique";"Baglione, Giovanni ; Italie";1620;"INV 347; D 938 5; B 159";"Département des Peintures";;"Arras (France), Musée des Beaux-Arts, salle d'exposition";
cl010053410;"Polymnie, muse la la Poésie lyrique";"Baglione, Giovanni ; Italie";1620;"INV 343; D 938 4; B 161";"Département des Peintures";;"Arras (France), Musée des Beaux-Arts, salle d'exposition";
cl010053411;"Thalie, muse de la Comédie";"Baglione, Giovanni ; Italie";1620;"INV 349; D 938 7; B 162";"Département des Peintures";;"Arras (France), Musée des Beaux-Arts, salle d'exposition";
cl010053412;"Terpsichore, muse de la Danse";"Baglione, Giovanni ; Italie";1620;"INV 350; D 938 8; B 163";"Département des Peintures";;"Arras (France), Musée des Beaux-Arts, salle d'exposition";
cl010053413;"Uranie, muse de l'Astronomie";"Baglione, Giovanni ; Italie";1620;"INV 345; D 938 9; B 164";"Département des Peintures";;"Arras (France), Musée des Beaux-Arts, salle d'exposition";
cl010053414;"La Vierge et l'Enfant entre saint Jean Baptiste et saint Michel";"Barnaba da Modena ; Italie";"1300 / 1400  (XIVe siècle)";"INV 20152; Campana 65";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053415;"Sainte Catherine";"Vitali, Alessandro ; Italie";"1600 / 1700  (XVIIe siècle)";"INV 94; L 3706";"Département des Peintures";;"non exposé";
cl010053416;"L'Adoration des bergers";"Bartolo di Fredi Cini ; Italie";"1300 / 1400  (XIVe siècle)";"INV 20267; Campana 71";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053417;"La Sainte Trinité (retable de la Trinité)";"Bartolo di Fredi Cini ; Italie";"1300 / 1400  (XIVe siècle)";"RF 1980 200";"Département des Peintures";;"Chambéry (France), Musée des Beaux-Arts, salle d'exposition";
cl010053418;"Visitation (retable de la Trinité)";"Bartolo di Fredi Cini ; Italie";"1300 / 1400  (XIVe siècle)";"RF 1980 201";"Département des Peintures";;"Chambéry (France), Musée des Beaux-Arts, salle d'exposition";
cl010053419;"Saint Dominique (retable de la Trinité)";"Bartolo di Fredi Cini ; Italie";"1300 / 1400  (XIVe siècle)";"RF 1980 202";"Département des Peintures";;"Chambéry (France), Musée des Beaux-Arts, salle d'exposition";
cl010053420;"Saint Christophe (retable de la Trinité)";"Bartolo di Fredi Cini ; Italie";"1300 / 1400  (XIVe siècle)";"RF 1980 203";"Département des Peintures";;"Chambéry (France), Musée des Beaux-Arts, salle d'exposition";
cl010053422;Annonciation;"Bartolomeo della Gatta ; Italie";"1400 / 1500  (XVe siècle)";"INV 20177; Campana 247";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053424;"La Vierge et l'Enfant";"Bartolomeo di Giovanni ; Italie";"1400 / 1500  (XVe siècle)";"INV 20205; Campana 376";"Département des Peintures";;"non exposé";
cl010053425;"Le Portement de Croix";"Bartolomeo di Tommaso da Foligno ; Italie";"1400 / 1500  (XVe siècle)";"INV 20250; Campana 39";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053426;"Fuite en Égypte";"Beccafumi, Domenico ; Italie";"1500 / 1600  (XVIe siècle)";"RF 1980 206";"Département des Peintures";;"Chambéry (France), Musée des Beaux-Arts, salle d'exposition";
cl010053427;"Martyr de saint Fabien";"Benvenuto di Giovanni ; Italie";"1400 / 1500  (XVe siècle)";"MI 514; Campana 218";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053428;"Le Massacre des Innocents";"Benvenuto di Giovanni ; Italie";"1400 / 1500  (XVe siècle)";"MI 515; Campana 217";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053430;"Vierge à l'Enfant et sainte Martine";"Cortone, Pierre de (Berrettini, Pietro) ; Italie";1643;"INV 109; MR 411; D.1955.3.2";"Département des Peintures";;"Rennes (France), Musée des Beaux-Arts, salle d'exposition";
cl010053432;"Apprêts du martyr de saint Laurent";"Italie ; Cortone, Pierre de (Berrettini, Pietro)";"après 1646";"MI 1153";"Département des Peintures";;"non exposé";
cl010053433;"Saint Michel partageant les âmes";"Biagio d'Antonio Tucci ; Italie";1476;"INV 20680; Campana 253";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053434;"Le Père Éternel (avec saint Michel, saint Gabriel et douze anges)";"Biagio d'Antonio Tucci ; Italie";"1400 / 1500  (XVe siècle)";"MI 509; Campana 339";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053435;"Les funérailles de saint François : vérification des stigmates en présence des premiers frères franciscains, Sylvestre, Angélus, Léon, Philippe, Pierre, Bernard, Sabatinus, Barbaro, Gilles, Masseus, Maurice.";"Bicci di Lorenzo ; Italie";"1430 / 1439  (XVe siècle)";"MI 366; Campana 187; D. 36";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053436;"Sainte Lucie et saint Blaise / au-dessus, Ange de l'Annonciation";"Bicci di Lorenzo ; Italie";"1400 / 1500  (XVe siècle)";"MI 419; Campana 72 bis";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053438;"Le Passage de la Mer Rouge";"Italie ; Poussin, Nicolas";"1600 / 1700  (XVIIe siècle)";"INV 7312; B 981";"Département des Peintures";;"Coutances (France), Musée Quesnel-Morinière";
cl010053439;"La Vierge et l'Enfant entre saint Jean Baptiste et saint Jérôme";"Bellini, Giovanni ; Italie";"1500 / 1600  (XVIe siècle)";"INV 20187; Campana 281";"Département des Peintures";;"non exposé";
cl010053440;"Sérénade grotesque";"Bocchi, Faustino ; Italie";"1660 / 1700  (Fin du XVIIe siècle)";"RF 1946 25; MF AD 949 1 1";"Département des Peintures";;"Ajaccio (France), Musée-Palais Fesch";
cl010053442;"Triptyque. La Vierge et l'Enfant, saint Jean Baptiste et saint Sébastien";"Bonfigli, Benedetto ; Italie";"1400 / 1500  (XVe siècle)";"INV 20160; Campana 94";"Département des Peintures";;"non exposé";
cl010053443;"Le Christ et la femme adultère";"Bonifacio de' Pitati ; Italie";"1500 / 1600  (XVIe siècle)";"RF 1287";"Département des Peintures";;"Le Pecq (France), Église";
cl010053444;"Réunion d'amateurs";"Bonito, Giuseppe ; Italie";"1700 / 1800  (XVIIIe siècle)";"RF 1956 5; D 957 11 1";"Département des Peintures";;"non exposé";
cl010053445;"La Vierge en gloire entre saint François et saint Ambroise";"Bonone, Bartolomeo ; Italie";1507;"MI 569; Campana 310";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053446;"Le Calvaire avec cinq saints (Catherine, François, Marie-Madeleine, Barthélémy, saint Évêque)";"Bonsi, Giovanni ; Italie";"1300 / 1400  (XIVe siècle)";"MI 370; Campana 149";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053448;"Madone du Magnificat";"Italie ; Botticelli, Sandro (Alessandro di Mariano di Sandro Filipepi, dit)";"vers 1485";"INV 285; D79.1.2; MR 78";"Département des Peintures";;"Montpellier (France), Musée Fabre, salle d'exposition";
cl010053450;"Vierge à l'Enfant avec un ange";"Italie ; Botticelli, Sandro (Alessandro di Mariano di Sandro Filipepi, dit)";"1400 / 1500  (XVe siècle)";"INV 20254; Campana 233; D. 44";"Département des Peintures";;"non exposé";
cl010053451;"La Vierge et l'Enfant avec un ange";"Italie ; Botticelli, Sandro (Alessandro di Mariano di Sandro Filipepi, dit)";"1400 / 1500  (XVe siècle)";"INV 20264; Campana 236; D. 43";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053452;"Vierge avec l'Enfant et le petit saint Jean";"Italie ; Botticelli, Sandro (Alessandro di Mariano di Sandro Filipepi, dit)";"1400 / 1500  (XVe siècle)";"INV 20720; Campana 231; D. 52";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053453;"La Vierge à l'Enfant";"Lippi, Filippino ; Botticelli, Sandro (Alessandro di Mariano di Sandro Filipepi, dit) ; Italie";"1467 / 1470  (XVe siècle)";"MI 480; Campana 201; D. 40";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053457;"La Vierge adorant l'Enfant avec un ange";"Botticini, Francesco ; Italie";"1400 / 1500  (XVe siècle)";"INV 20203; Campana 345; D. 46";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053458;"Paysage d'Italie";"Brandi, Domenico ; Italie";"1700 / 1800  (XVIIIe siècle)";"MI 1168; D 872 1 2";"Département des Peintures";;"non exposé";
cl010053459;"La Présentation au Temple";"Brea, Ludovico ; Italie";"1495 / 1513  (XVe siècle)";"INV 20248; Campana 605";"Département des Peintures";;"Avignon (France), Musée du Petit Palais, salle d'exposition";
cl010053460;L'Assomption;"Brea, Ludovico ; Italie";"1495 / 1513  (Fin du XVe siècle - début du XVIe siècle)";"MI 658; Campana 606";"Département des Peintures";;"non exposé";
cl010053461;"Vierge avec l'Enfant Jésus et saint Jean Baptiste";"Brea, Ludovico ; Italie";"vers 1515";"RF 1946 23; MAH 5887";"Département des Peintures";;"Nice (France), Musée des Beaux-Arts - Jules Chéret, salle d'exposition";
cl010053464;"Décollation de saint Jean Baptiste";"Caletti, Giuseppe ; Italie";1630;"INV 835; D 62 1 2; B 126";"Département des Peintures";;"non exposé";
