ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl010236998;"Galileo Galilei (1564-1642), astronome dit Galilée";"Boschi, Francesco ; Italie";"1640 / 1675  (Milieu du XVIIe siècle)";"INV 128; MV 6504; L 3884";"Département des Peintures";;"non exposé";
cl010237023;"Le repas chez Simon le pharisien";"Paolo Caliari, dit Veronese ; Italie";1570;"INV 143; MR 396; MV 8181";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237027;"L'armée de Louis XIV campée devant la ville de Tournai, juin 1667";"Martin, Jean-Baptiste ; France";"1695 / 1700  (Fin du XVIIe siècle)";"INV 1473; MR 854; MV 5848; LP 854";"Département des Peintures";;"non exposé";
cl010237028;"Arrivée de Louis XIV devant Douai, 6 juillet 1667";"Van der Meulen, Adam Frans ; France";"vers 1685";"INV 1474; MV 6105; MR 837";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237031;"Entrée de Louis XIV et de Marie-Thérèse à Arras, 30 juillet 1667";"Van der Meulen, Adam Frans ; France";"1700 / 1725  (1e quart du XVIIIe siècle)";"INV 1475; MV 6057; MR 829";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237037;"Entrée de Louis XIV et de Marie-Thérèse à Douai, 4 août 1667";"Van der Meulen, Adam Frans ; France";"1660 / 1700  (Fin du XVIIe siècle)";"INV 1476; MR 851; MV 5906";"Département des Peintures";;"non exposé";
cl010237063;"Vue de la marche de l'armée du roi sur Courtray, 18 juillet 1667";"Van der Meulen, Adam Frans ; France";"vers 1667";"INV 1477; MV 5846; LP 2836";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237064;"Louis XIV au siège de Lille, devant le prieuré de Fives, août 1667";"Van der Meulen, Adam Frans ; France";"vers 1685";"INV 1480; LP 2837; MV 6058";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237065;"Siège de Dôle par Louis XIV, 14 février 1668";"Van der Meulen, Adam Frans ; France";"1668 / 1700  (Fin du XVIIe siècle)";"INV 1484; B 2612; MV 5847";"Département des Peintures";;"non exposé";
cl010237070;"Carrosse de Marie-Thérèse";"Van der Meulen, Adam Frans ; France";"1687 / 1688  (3e tiers du XVIIe siècle)";"INV 1526; MV 7849; B 1299";"Département des Peintures";;"non exposé";
cl010237086;"Bataille livrée par Louis XIV près du mont Cassel, 11 avril 1677";"Van der Meulen, Adam Frans ; France";"vers 1678";"INV 1503; LP 1225; MV 5851";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237089;"Reddition de la citadelle de Cambrai, 18 avril 1677";"Van der Meulen, Adam Frans ; France";"vers 1678";"INV 1504; LP 1224; MV 5850";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237102;"Eliézer et Rebecca";"Paolo Caliari, dit Veronese ; Italie";"1550 / 1600  (2e moitié du XVIe siècle)";"INV 156; MR 386; MV 6130";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237103;"Portrait de l'artiste";"Van Loo, Louis-Michel ; France";"1750 / 1800  (2e moitié du XVIIIe siècle)";"INV 6312; LP 2260; MV 3851";"Département des Peintures";;"Nice (France), Musée des Beaux-Arts - Jules Chéret";
cl010237104;"Don Francisco de Moncada, marquis d'Aytona et comte d'Ossuna (1586-1635)";"Dyck, Antoon van ; Flandres";"1600 / 1650  (1e moitié du XVIIe siècle)";"INV 1241; MR 669; MV 7315";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237105;"Portrait de l'artiste";"Dyck, Antoon van ; Flandres";"1600 / 1700  (XVIIe siècle)";"INV 1247; MR 665; MV 7316";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237131;"Le duc d'Orléans reçu dans un campement de Lapons";"Biard, François ; France";1840;"INV 2567; MV 5432; LP 4667";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237137;"Le duc d'Orléans descend le grand rapide de l'Eijampaïka";"Biard, François ; France";1840;"INV 2568; LP 4668; MV 5183";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237139;"L'impératrice Eugénie";"Winterhalter, Franz Xaver ; Allemagne";1864;"RF 2307; MMPO 203";"Département des Peintures";;"Compiègne (France), Musée national du château de Compiègne";
cl010237341;"Bonaparte au Conseil des Cinq-Cents à Saint-Cloud, 10 novembre 1799";"Bouchot, François ; France";1840;"INV 2745; LP 4202; MV 1952";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237342;"Louis, comte de Frotté, général vendéen; Salon de 1822. Acquis le 11 avril 1821 pour 4000 francs. Localisé à Saint-Cloud dans l'inventaire L.";"Bouteiller, Louise ; France";1822;"INV 2830; L 3805; MV 5260";"Département des Peintures";;"Cholet (France), Musée d'Art et d'Histoire, salle d'exposition";
cl010237434;"Portrait en pied de Charles X, roi de France";"Gérard, François ; France";"vers 1825";"INV 4766; C 76; MV 6439";"Département des Peintures";;"Reims (France), Palais du Tau, salle d'exposition";
cl010237448;"Le matin";"Vernet, Claude-Joseph ; France";1762;"INV 8312; MV 5924; MR 2627; V 653";"Département des Peintures";;"non exposé";
cl010237455;"Le midi";"Vernet, Claude-Joseph ; France";1762;"INV 8313; MR 2655; MV 5925; V 653";"Département des Peintures";;"non exposé";
cl010237491;"Le soir";"Vernet, Claude-Joseph ; France";1762;"INV 8314; MR 2629; MV 5926";"Département des Peintures";;"non exposé";
cl010237492;"La nuit";"Vernet, Claude-Joseph ; France";1762;"INV 8315; MR 2630; MV 5927";"Département des Peintures";;"non exposé";
cl010237507;"Bon Boullogne";"Allou, Gilles ; France";1711;"INV 2327; B 378; MV 5976";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010237509;"Antoine Coypel, peintre (1661-1722)";"Allou, Gilles ; France";1711;"INV 3519; B 1874; MV 3682";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237514;"Portrait de l'artiste";"Coypel, Antoine ; France";1715;"INV 3481; MV 5811; B 533";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237520;"Sacrifice à Jupiter";"Coypel, Noël ; France";"1650 / 1700  (2e moitié du XVIIe siècle)";"INV 3455; MR 1373; MV 5910";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010237526;"Agar secourue par l'ange dans le désert";"Lanfranco, Giovanni ; Italie";"1600 / 1647  (1e moitié du XVIIe siècle)";"INV 329; MR 308; MV 7713";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237527;"La séparation de saint Pierre et de saint Paul";"Lanfranco, Giovanni ; Italie";"1600 / 1647  (1e moitié du XVIIe siècle)";"INV 331; MR 307; MV 7714";"Département des Peintures";;"Carcassonne (France), Musée des Beaux-Arts";
cl010237541;L'Ouïe;"Oudry, Jean-Baptiste ; France";1749;"INV 7045; MR 2249; MV 6224";"Département des Peintures";;"non exposé";
cl010237542;"La vue";"Oudry, Jean-Baptiste ; France";1749;"INV 7046; MR 2250; MV 6225";"Département des Peintures";;"non exposé";
cl010237543;"Le goût";"Oudry, Jean-Baptiste ; France";1749;"INV 7047; MV 6226; MR 2251";"Département des Peintures";;"non exposé";
cl010237544;"Le toucher";"Oudry, Jean-Baptiste ; France";1749;"INV 7048; MR 2252; MV 6223";"Département des Peintures";;"non exposé";
cl010237545;L'odorat;"Oudry, Jean-Baptiste ; France";1749;"INV 7049; MV 6227; MR 2253";"Département des Peintures";;"non exposé";
cl010237548;"Claude de France";"Anonyme ; France";"1500 / 1600  (XVIe siècle)";"RF 1973 30";"Département des Peintures";;"non exposé";
cl010237549;L'Hiver;"Oudry, Jean-Baptiste ; France";1749;"INV 7050; B 904; MV 8514";"Département des Peintures";;"non exposé";
cl010237550;"Portrait de femme";"Hollande ; Elias, Nicolaes";"1600 / 1700  (XVIIe siècle)";"RF 1973 31";"Département des Peintures";;"non exposé";
cl010237551;"Ange musicien jouant du luth";"Maître du feuillage en broderie ; Flandres";"1475 / 1525  (Fin du XVe siècle - début du XVIe siècle)";"RF 1973 36";"Département des Peintures";;"non exposé";
cl010237552;"Vasque enguirlandée de fleurs";"Anonyme ; France ; Italie";"1600 / 1700  (XVIIe siècle)";"RF 1973 40";"Département des Peintures";;"Sully, [OArt] Salle 605 - Stavros S. Niarchos";
cl010237553;"Vasque enguirlandée de fleurs";"Anonyme ; France ; Italie";"1600 / 1700  (XVIIe siècle)";"RF 1973 41";"Département des Peintures";;"Sully, [OArt] Salle 605 - Stavros S. Niarchos";
cl010237555;"Paysage avec troupeau et pigeonnier";"Oudry, Jean-Baptiste ; France";1752;"INV 7052; MR 2245; MV 5485; Inv 35-5";"Département des Peintures";;"Beauvais (France), Musée départemental de l'Oise";
cl010237563;"Paysage avec troupeau et chute d'eau";"Oudry, Jean-Baptiste ; France";1752;"INV 7053; MR 2248; MV 5784; Inv 35-5";"Département des Peintures";;"non exposé";
cl010237588;"Junon demandant sa ceinture à Vénus";"Pierre, Jean-Baptiste-Marie ; France";1748;"INV 7224; MR 2307; MV 7138";"Département des Peintures";;"non exposé";
cl010237594;"Junon trompant Jupiter avec la ceinture de Vénus";"Pierre, Jean-Baptiste-Marie ; France";1748;"INV 7225; MR 2308; MV 7139";"Département des Peintures";;"non exposé";
cl010237722;"Apollon et Daphné";"Houasse, René-Antoine ; France";1677;"INV 8598; MV 8378; B 443";"Département des Peintures";;"non exposé";
cl010237762;"Le repos de Diane";"Boucher, François ; France";"1750 / 1800  (2e moitié du XVIIIe siècle)";"RF 908; MV 5400";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237763;"Les confidences échangées";"Boucher, François ; France";"1750 / 1800  (2e moitié du XVIIIe siècle)";"RF 909; MV 5401";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237764;"Erigone vaincue";"Boucher, François ; France";"1750 / 1800  (2e moitié du XVIIIe siècle)";"RF 910; MV 5402";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010237765;"La toilette pastorale";"Boucher, François ; France";"1750 / 1800  (2e moitié du XVIIIe siècle)";"RF 911; MV 5403";"Département des Peintures";;"non exposé";
cl010237944;"Le Pavillon de Flore (avant sa reconstruction par Lefuel)";"Daubigny, Charles-François ; France";1861;"RF 1993 22";"Département des Peintures";;"Richelieu, [SCULPT] Escalier du ministre";
cl010237947;"Le Palais et le jardin des Tuileries";"Daubigny, Charles-François ; France";1861;"RF 1993 23";"Département des Peintures";;"Richelieu, [SCULPT] Escalier du ministre";
cl010237965;"Les Arts";"Biennourry, Victor François Eloi ; France";1860;"RF 1993 24";"Département des Peintures";;"Richelieu, [OArt] Salle 540 - Appartements Napoléon III - Antichambre";
cl010237966;"Les Cerfs";"Daubigny, Charles-François ; France";1860;"RF 1993 25";"Département des Peintures";;"Richelieu, [OArt] Salle 541 - Appartements Napoléon III - Galerie d'introduction";
cl010237967;"Les Hérons";"Daubigny, Charles-François ; France";1860;"RF 1993 26";"Département des Peintures";;"Richelieu, [OArt] Salle 541 - Appartements Napoléon III - Galerie d'introduction";
cl010237968;"Les Astres et les Eléments : Les Astres.";"Levy, Émile ; France";1860;"RF 1993 27A";"Département des Peintures";;"Richelieu, [OArt] Salle 543 - Appartements Napoléon III - Salon de famille";
cl010237973;"Les Astres et les Eléments : La Terre";"Levy, Émile ; France";1860;"RF 1993 27B";"Département des Peintures";;"Richelieu, [OArt] Salle 543 - Appartements Napoléon III - Salon de famille";
cl010237975;"Les Astres et les Eléments : Le Feu";"Levy, Émile ; France";1860;"RF 1993 27C";"Département des Peintures";;"Richelieu, [OArt] Salle 543 - Appartements Napoléon III - Salon de famille";
cl010237976;"Les Astres et les Eléments : L'Eau";"Levy, Émile ; France";1860;"RF 1993 27D";"Département des Peintures";;"Richelieu, [OArt] Salle 543 - Appartements Napoléon III - Salon de famille";
cl010237977;"Les Astres et les Eléments : L'Air";"Levy, Émile ; France";1860;"RF 1993 27E";"Département des Peintures";;"Richelieu, [OArt] Salle 543 - Appartements Napoléon III - Salon de famille";
cl010237979;"La Gloire et la Vérité couronnant les oeuvres du Génie - Les divers âges du Louvre. Composition centrale : Allégorie avec Napoléon III et l'impératrice Eugénie.";"Maréchal, Charles-Raphaël ; Duveau, Louis Jean Noël ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 28A";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010237981;"La Gloire et la Vérité couronnant les oeuvres du Génie - Les divers âges du Louvre. Présentation à François 1er du projet primitif du Louvre";"Duveau, Louis Jean Noël ; France ; Maréchal, Charles-Raphaël";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 28B";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010237982;"La Gloire et la Vérité couronnant les oeuvres du Génie - Les divers âges du Louvre. Présentation à Catherine de Médicis du projet des Tuileries";"Duveau, Louis Jean Noël ; France ; Maréchal, Charles-Raphaël";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 28C";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010237983;"La Gloire et la Vérité couronnant les oeuvres du Génie - Les divers âges du Louvre. Présentation à Henri IV de la Galerie du bord de l'eau";"Duveau, Louis Jean Noël ; France ; Maréchal, Charles-Raphaël";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 28D";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010237985;"Les Arts : L'Architecture";"Biennourry, Victor François Eloi ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 29A";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010237986;"Les Arts : L'Architecture";"Biennourry, Victor François Eloi ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 29B";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010237990;"Les Arts : La Musique";"Biennourry, Victor François Eloi ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 29C";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010237992;"Les Arts : La Musique";"Biennourry, Victor François Eloi ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 29D";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010237993;"Les Arts : La Peinture";"Biennourry, Victor François Eloi ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 29E";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010237994;"Les Arts : La Gravure";"Biennourry, Victor François Eloi ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 29F";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010237996;"Les Arts : La Sculpture";"Biennourry, Victor François Eloi ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 29G";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010237999;"Les Arts : La Sculpture";"Biennourry, Victor François Eloi ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 29H";"Département des Peintures";;"Richelieu, [OArt] Salle 544 - Appartements Napoléon III - Grand salon";
cl010238000;"Les Saisons des fleurs";"Gendron, Auguste ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 30";"Département des Peintures";;"Richelieu, [OArt] Salle 547 - Appartements Napoléon III - Petite salle à manger";
cl010238004;"Architecture avec cariatides, coupole et berceau en treillage.";"Forestier, Alphonse ; Héron, C ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 31";"Département des Peintures";;"Richelieu, [OArt] Salle 547 - Appartements Napoléon III - Petite salle à manger";
cl010238006;"Scènes de chasse et de fauconnerie : Cerfs pris dans des filets";"Jadin, Louis Godefroy ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 32A";"Département des Peintures";;"Richelieu, [OArt] Salle 548 - Appartements Napoléon III - Grande salle à manger";
cl010238008;"Scènes de chasse et de fauconnerie : Scène de chasse avec sanglier";"Jadin, Louis Godefroy ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 32B";"Département des Peintures";;"Richelieu, [OArt] Salle 548 - Appartements Napoléon III - Grande salle à manger";
cl010238010;"Scènes de chasse et de fauconnerie : Scène de chasse avec louvard";"Jadin, Louis Godefroy ; France";1860;"RF 1993 32C";"Département des Peintures";;"Richelieu, [OArt] Salle 548 - Appartements Napoléon III - Grande salle à manger";
cl010238011;"Scènes de chasse et de fauconnerie : Scène de chasse avec cerf à l'eau";"Jadin, Louis Godefroy ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 32D";"Département des Peintures";;"Richelieu, [OArt] Salle 548 - Appartements Napoléon III - Grande salle à manger";
cl010238013;"Scènes de chasse et de fauconnerie : Scène de chasse avec chevreuil";"Jadin, Louis Godefroy ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 32E";"Département des Peintures";;"Richelieu, [OArt] Salle 548 - Appartements Napoléon III - Grande salle à manger";
cl010238014;"Scènes de chasse et de fauconnerie : Scène de fauconnerie";"Jadin, Louis Godefroy ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 32F";"Département des Peintures";;"Richelieu, [OArt] Salle 548 - Appartements Napoléon III - Grande salle à manger";
cl010238015;"Scènes de chasse et de fauconnerie : Scène de fauconnerie";"Jadin, Louis Godefroy ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 32G";"Département des Peintures";;"Richelieu, [OArt] Salle 548 - Appartements Napoléon III - Grande salle à manger";
cl010238016;"Scènes de chasse et de fauconnerie : Scène de fauconnerie";"Jadin, Louis Godefroy ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 32H";"Département des Peintures";;"Richelieu, [OArt] Salle 548 - Appartements Napoléon III - Grande salle à manger";
cl010238017;"Scènes de chasse et de fauconnerie : Scène de fauconnerie";"Jadin, Louis Godefroy ; France";"1860 / 1861  (2e moitié du XIXe siècle)";"RF 1993 32I";"Département des Peintures";;"Richelieu, [OArt] Salle 548 - Appartements Napoléon III - Grande salle à manger";
cl010238018;"Plafond : ciel avec vol d'oiseaux";"Appert, Eugène ; France";"1860 / 1861  (3e quart du XIXe siècle)";"RF 1993 33";"Département des Peintures";;"Richelieu, [OArt] Salle 548 - Appartements Napoléon III - Grande salle à manger";
cl010238019;"Jean de La Fontaine (1621-1695), poète";"Largillière, Nicolas de ; France";"1690 / 1695  (4e quart du XVIIe siècle)";"RF 2201; MV 5749";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010238061;"Autodafé à Valladolid, 30 octobre 1667";"Anonyme ; Espagne";"1600 / 1700  (XVIIe siècle)";"INV 981; B 1327; MV 6893";"Département des Peintures";;"non exposé";
cl010238065;"Jean Jouvenet";"Jouvenet, Jean ; France";"1675 / 1725  (Fin du XVIIe siècle - début du XVIIIè siècle)";"RF 2284; MV 5834; V 562";"Département des Peintures";;"non exposé";
cl010238070;"Vue de Venise";"Anonyme ; Italie";"1600 / 1700  (XVIIe siècle)";"INV 897; MV 7044; LP 4210";"Département des Peintures";;"non exposé";
cl010238073;"Michel, comte Regnault de Saint Jean d'Angély, maréchal de France (1761-1819)";"Gérard, François ; France";1808;"RF 2200; MV 5753";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010238085;"Auguste Maquet, auteur dramatique (1813-1888)";"Boulanger, Louis ; France";"1801 / 1846  (1e moitié du XIXe siècle)";"RF 2653; MV 6040";"Département des Peintures";;"non exposé";
cl010238158;"Jean Gabriel Charvet (1750-1829), dessinateur";"Nonnotte, Donat ; France";"vers 1765";"RF 576; MV 5887; V 613";"Département des Peintures";;"non exposé";
cl010238171;"Attaque de la caserne de la rue de Babylone, 29 juillet 1830";"Lordon, Jean-Abel ; France";"1800 / 1900  (XIXe siècle)";"RF 571; MV 6310";"Département des Peintures";;"non exposé";
cl010238210;"Portrait de l'artiste";"Santerre, Jean-Baptiste ; France";"1675 / 1717  (Fin du XVIIe siècle - début du XVIIIè siècle)";"RF 539; MV 5891; V 619";"Département des Peintures";;"non exposé";
cl010238212;"Jean-Michel Moreau le jeune (1741-1814), peintre";"Anonyme ; France";"1790 / 1800  (Fin du XVIIIe siècle)";"RF 533; MV 5893";"Département des Peintures";;"non exposé";
cl010238230;"Le mot d'ordre, 24 février 1848";"Leleux, Adolphe ; France";1848;"RF 458; MV 5931";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010238274;"Louise Hippolyte Grimaldi, princesse de Monaco, duchesse de Valentinois (1697-1731)";"Troy, François de ; Gobert, Pierre ; France";"vers 1715";"RF 3075; MV 6088";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010238363;"Le général Bonaparte au pont d'Arcole, 17 novembre 1796";"Gros, Antoine-Jean Baron ; France";1796;"RF 271; MV 6314";"Département des Peintures";;"non exposé";
cl010238392;"Jules Mazarin (1602-1661), cardinal, ministre";"Champaigne, Philippe de ; France";"1602 / 1674  (XVIIe siècle)";"RF 2680; MV 6062";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010238423;"Sophie Gay (1776-1852), née Nichalut de la Valette";"Hersent, Louis ; France";1824;"RF 2613; MV 6034";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010238437;"Saint Jean l'Evangéliste à Patmos";"Le Brun, Charles ; France";"1650 / 1662  (Milieu du XVIIe siècle)";"INV 20912; MV 8319; B 721";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, Grand Trianon, salle d'exposition";
cl010238508;"Saint Marc";"La Fosse, Charles de ; France";"1700 / 1740  (Début du XVIIIe siècle)";"INV 20910; MV 8299; B 618";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, Grand Trianon, salle d'exposition";
cl010238509;"Saint Luc";"La Fosse, Charles de ; France";"1701 / 1725  (Début du XVIIIe siècle)";"INV 20911; MV 8320; B 828";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, Grand Trianon, salle d'exposition";
cl010238591;"Baptême du dauphin Louis, fils de Louis XIV, 24 mars 1668";"Christophe, Joseph ; France";"avant 1715";"RF 2296; MV 5830";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010238600;"Pierre-Hyacinthe Deleuse (1725-1811), peintre, beau-père de l'artiste";"Perrin, Jean Charles Nicaise ; France";"1775 / 1831  (Fin du XVIIIe siècle - début du XIXè siècle)";"RF 2055; MV 5726";"Département des Peintures";;"non exposé";
cl010238604;"Portrait de l'artiste par lui-même";"Perrin, Jean Charles Nicaise ; France";1788;"RF 2054; MV 5725; V 452";"Département des Peintures";;"non exposé";
cl010238630;"Guillaume du Vair (1556-1621), garde des Sceaux ou Portrait d'un prélat";"Pourbus, Frans II ; Pays-Bas du Sud";"1575 / 1625  (Fin du XVIe siècle - début du XVIIè siècle)";"RF 1949 27; MV 7600";"Département des Peintures";;"non exposé";
cl010238765;"Portrait de l'artiste, dit Le moqueur";"Ducreux, Joseph ; France";"vers 1783";"RF 1727; MV 5671";"Département des Peintures";;"non exposé";
cl010238785;"Joseph Charles Roettiers (1692-1779), sculpteur";"Vallayer-Coster, Anne ; France";1777;"RF 1541; MV 5892";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010238881;"Portrait d'Odilon Barrot (1791-1873)";"Scheffer, Ary ; France";1832;"RF 1218; MV 5543";"Département des Peintures";;"Paris (France), Conseil d'Etat";
cl010238924;"Napoléon Bonaparte, Premier Consul (1769-1821)";"Janinet, Sophie ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 1111; MV 5460";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010238990;"Catherine-Henriette de Balsac d'Entragues, marquise de Verneuil (1560-1603)";"Anonyme ; France";1600;"RF 1007; MV 5500; Cl 1776 (Cluny)";"Département des Peintures";;"non exposé";
cl010238993;"Nicolas de Catinat, seigneur de Saint-Gratien (1637-1712), maréchal de France";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"RF 1006; Cl 7997; DS 1766; MV 5800";"Département des Peintures";;"non exposé";
cl010238997;"Anne d'Egmond, comtesse de Buren et de Leerdam (morte en 1588)";"Anonyme ; France";"1500 / 1600  (XVIe siècle)";"RF 1003; MV 5499; Cl 1860 (Cluny)";"Département des Peintures";;"non exposé";
cl010239022;"Louis XIV en maillot sur les genoux de sa nourrice, Dame Longuet de la Giraudière";"Beaubrun, Charles ; Beaubrun, Henri ; France";"1638 / 1700  (XVIIe siècle)";"MI 846; MV 5272";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239023;"Jean Restout (1692-1768), père de l'artiste";"Restout, Jean Bernard ; France";"vers 1761";"MI 79; INV 10243; MV 6817; V 1813";"Département des Peintures";;"non exposé";
cl010239024;"Madame Joseph-Marie Vien (1728-1805), née Reboul";"Roslin, Alexandre ; Suède";"vers 1757";"MI 688; MV 5890";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239025;"Joseph-Marie Vien (1716-1809), peintre";"Roslin, Alexandre ; Suède";1757;"MI 687; MV 5889";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239048;"Louise Hersent (1784-1862), née Mauduit";"Desnos, Louise Adélaïde ; France";1834;"MI 291; V 58; MV 5324";"Département des Peintures";;"non exposé";
cl010239081;"Bataille de l'Alma, 20 septembre 1854";"Lami, Eugène ; France";1855;"MI 128; V 710; MV 5981";"Département des Peintures";;"non exposé";
cl010239087;"Charlotte de Hesse-Rheinfels-Rothembourg, duchesse de Bourbon (1714-1741)";"Gobert, Pierre ; France";"1726 / 1750  (2e quart du XVIIIe siècle)";"INV 9746; MV 3758; B 2275";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010239094;"Bonne-Marguerite d'Haraucourt, comtesse de Bissy (morte en 1682), chanoinesse de Remiremont";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"INV 9745; R 194; MV 6819";"Département des Peintures";;"non exposé";
cl010239101;"Portrait de Nicolas Loir (1624-1679), peintre";"Tiger, Jean ; France";"vers 1675";"INV 9724; B 1996; MV 7203";"Département des Peintures";;"non exposé";
cl010239104;"Moine récollet et vanité";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 9722; MV 7303; R 112; V 2502; B 2191";"Département des Peintures";;"non exposé";
cl010239107;"Moine récollet devant un paysage";"Anonyme ; France";"1700 / 1800  (XVIIIe siècle)";"INV 9718; MV 7305; B 2192";"Département des Peintures";;"non exposé";
cl010239125;"Portrait de magistrat";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"INV 9662; LP 1689; MV 7306; V 2505; R 136";"Département des Peintures";;"non exposé";
