ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl010062315;"Actéon métamorphosé en cerf";"Albani, Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 16; MR 20";"Département des Peintures";;"non exposé";
cl010062316;"La Vierge et l'Enfant";"Parmesan (Francesco Mazzola, dit Il Parmigianino, ou Le) ; Italie";"1575 / 1600  (4e quart du XVIe siècle)";"INV 1054; B 136";"Département des Peintures";;"non exposé";
cl010062317;"La Vierge, l'Enfant Jésus, sainte Marguerite, saint Benoit et saint Jérôme";"Parmesan (Francesco Mazzola, dit Il Parmigianino, ou Le) ; Italie";"1500 / 1600  (XVIe siècle)";"INV 384; MR 382";"Département des Peintures";;"non exposé";
cl010062318;"Le martyre d'une sainte";"Nuvolone, Carlo Francesco ; Italie";"1600 / 1625  (1e quart du XVIIe siècle)";"INV 709; MR 533";"Département des Peintures";;"non exposé";
cl010062319;"Saint François en prière";"Muziano, Girolamo ; Italie";"1500 / 1600  (XVIe siècle)";"INV 20237; L41.331; R 200";"Département des Peintures";;"non exposé";
cl010062320;"Saint Pierre en prière";"Anonyme ; Italie Campanie Naples";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 330; MR 309";"Département des Peintures";;"non exposé";
cl010062321;"L'enfant prodigue";"Mola, Pier Francesco ; Italie";"1600 / 1700  (XVIIe siècle)";"INV 26; B 1364; L41.477; R 203";"Département des Peintures";;"non exposé";
cl010062322;"Herminie gravant sur un arbre le nom de Tancrède";"Mola, Pier Francesco ; Italie";"1600 / 1700  (XVIIe siècle)";"INV 398; MR 354";"Département des Peintures";;"non exposé";
cl010062323;"Saint Jean Baptiste prêchant dans le désert";"Mola, Pier Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 395; MR 351";"Département des Peintures";;"non exposé";
cl010062324;"L'ange apparaissant à Agar dans le désert";"Mola, Pier Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 393; MR 349";"Département des Peintures";;"non exposé";
cl010062325;"Le sommeil de l'enfant Jésus avec des anges musiciens";"Maratti, Carlo ; Italie";1697;"INV 373; MR 345";"Département des Peintures";;"non exposé";
cl010062326;"L'Automne ou Les Vendanges";"Bassano, Jacopo (Jacopo dal Ponte, dit) ; Italie Vénétie Venise ; Bassano, Leandro (Leandro dal Ponte, dit)";"vers 1577";"INV 436; MR 55";"Département des Peintures";;"non exposé";
cl010062327;"Noli me tangere";"Fra Bartolomeo (Baccio della Porta, dit) ; Italie Toscane Florence";"vers 1506";"INV 39; MR 404";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (2e travée)";
cl010062328;"Alof de Wignacourt (1547-1622), grand maître de l'Ordre de Malte de 1601 à 1622, et son page";"Caravage (Michelangelo Merisi, dit Caravaggio) ; Italie";"vers 1608";"INV 57; MR 103";"Département des Peintures";;"Denon, [Peint] Salle 712 - Grande Galerie, Salle 712 - (3e travée)";
cl010062329;"La diseuse de bonne aventure";"Caravage (Michelangelo Merisi, dit Caravaggio) ; Italie";"1595 / 1598  (4e quart du XVIe siècle)";"INV 55; MR 105";"Département des Peintures";;"Denon, [Peint] Salle 712 - Grande Galerie, Salle 712 - (3e travée)";
cl010062330;"Portrait d'homme (Thomas Stahel ou Stachel ?), dit autrefois Portrait de Hieronymus Krafft[er]";"Bordon, Paris ; Italie";1540;"INV 126; MR 74";"Département des Peintures";;"Denon, [Peint] Salle 711 - Salle de la Joconde, Salle 711 - (Salle des Etats)";
cl010062331;"Un couple mythologique (Vénus et Anchise?)";"Bordon, Paris ; Italie";"1550 / 1575  (3e quart du XVIe siècle)";"INV 125; MR 76";"Département des Peintures";;"Denon, [Peint] Salle 711 - Salle de la Joconde, Salle 711 - (Salle des Etats)";
cl010062332;"Latone métamorphosant les paysans de Lycie en grenouilles";"Bonzi, Pietro Paolo ; Italie";"1575 / 1625  (Fin du XVIe siècle - début du XVIIè siècle)";"INV 124; MR 254";"Département des Peintures";;"non exposé";
cl010062333;"La Résurrection de Lazare";"Bonifacio de' Pitati ; Italie";"1550 / 1575  (3e quart du XVIe siècle)";"INV 118; MR 70";"Département des Peintures";;"non exposé";
cl010062334;L'Assomption;"Bonechi, Matteo ; Italie Toscane Florence";"1710 / 1720  (1e quart du XVIIIe siècle)";"INV 20021";"Département des Peintures";;"non exposé";
cl010062335;"Vénus enchaînée par l'Amour";"Bilivert, Giovanni ; Italie Toscane Florence";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20225";"Département des Peintures";;"non exposé";
cl010062336;"Vénus apparaissant à Énée";"Cortone, Pierre de (Berrettini, Pietro) ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 112; MR 416";"Département des Peintures";;"non exposé";
cl010062337;"Romulus et Rémus recueillis par Faustulus";"Cortone, Pierre de (Berrettini, Pietro) ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 111; MR 414";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (5e travée)";
cl010062338;"La Vierge à l'Enfant avec sainte Martine";"Cortone, Pierre de (Berrettini, Pietro) ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 108; MR 412";"Département des Peintures";;"non exposé";
cl010062339;"Le Doge de Venise se rend à la Salute, le 21 novembre, jour de la commémoration de la fin de la peste de 1630";"Guardi, Francesco ; Italie Vénétie Venise";"1770 / 1780  (3e tiers du XVIIIe siècle)";"INV 320; B 13";"Département des Peintures";;"non exposé";
cl010062340;"Le Doge sur le Bucentaure, à San Niccolò di Lido à Venise, le jour de l'Ascension";"Guardi, Francesco ; Italie Vénétie Venise";"1770 / 1780  (3e tiers du XVIIIe siècle)";"INV 319; MR 256";"Département des Peintures";;"non exposé";
cl010062341;"Paysage avec laveuses de linge";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 318; MR 68";"Département des Peintures";;"non exposé";
cl010062342;"La Naissance de la Vierge";"Matteo di Giovanni ; Italie Toscane Sienne";"1425 / 1450  (2e quart du XVe siècle)";"INV 814; MR 365";"Département des Peintures";;"Denon, [Peint] Salle 709 - Salle des Sept Mètres";
cl010062343;"Le martyre de saint André";"Giordano, Luca ; Italie";"1600 / 1700  (XVIIe siècle)";"INV 442; MR 83";"Département des Peintures";;"non exposé";
cl010062344;"Un concert";"Anonyme ; Italie";"1600 / 1700  (XVIIe siècle)";"INV 56; MR 106";"Département des Peintures";;"non exposé";
cl010062345;"Mars et Vénus dans la forge de Vulcain";"Giordano, Luca ; Italie";"vers 1670";"INV 306; MR 244";"Département des Peintures";;"non exposé";
cl010062346;"La Félicité publique triomphant des dangers";"Gentileschi, Orazio ; Italie";"1600 / 1625  (1e quart du XVIIe siècle)";"INV 6809; B 140";"Département des Peintures";;"non exposé";
cl010062347;"Le repos pendant la fuite en Égypte";"Gentileschi, Orazio ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 340; MR 238";"Département des Peintures";;"Louvre-Lens, Galerie du Temps";
cl010062348;"La Prédication de saint Jean Baptiste";"Gaulli, Giovanni Battista, dit Baciccio ; Italie";"1600 / 1700  (XVIIe siècle)";"INV 20298";"Département des Peintures";;"non exposé";
cl010062349;"Saint Jean Baptiste tenant un mouton";"Manfredi, Bartolomeo ; Italie";"1600 / 1700  (XVIIe siècle)";"INV 174; MR 296";"Département des Peintures";;"non exposé";
cl010062350;"L'Audience accordée par le doge de Venise dans la salle du Collège au palais des Doges de Venise";"Guardi, Francesco ; Italie Vénétie Venise";"1770 / 1780  (3e tiers du XVIIIe siècle)";"INV 325; MR 99";"Département des Peintures";;"non exposé";
cl010062351;"La Procession du doge de Venise à l'église de San Zaccaria, le jour de Pâques";"Guardi, Francesco ; Italie Vénétie Venise";"1770 / 1780  (3e tiers du XVIIIe siècle)";"INV 324; MR 100";"Département des Peintures";;"non exposé";
cl010062352;"Le Couronnement du doge de Venise sur l'escalier des Géants au palais des Doges de Venise";"Guardi, Francesco ; Italie Vénétie Venise";"1770 / 1780  (3e tiers du XVIIIe siècle)";"INV 323; MR 91";"Département des Peintures";;"non exposé";
cl010062353;"Le Doge de Venise assiste aux fêtes du jeudi gras sur la Piazzetta";"Guardi, Francesco ; Italie Vénétie Venise";"1770 / 1780  (3e tiers du XVIIIe siècle)";"INV 321; MR 92";"Département des Peintures";;"non exposé";
cl010062354;"Scène religieuse. Prêche (?) aux portes d'une chapelle";"Manetti, Domenico ; Italie Toscane Sienne";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20597";"Département des Peintures";;"non exposé";
cl010062355;"L'Adoration des bergers";"Mazzieri, Agnolo di Domenico ; Italie Toscane Florence";"1475 / 1500  (4e quart du XVe siècle)";"INV 20226; L41.480; R 261";"Département des Peintures";;"non exposé";
cl010062356;"La Vierge et l'Enfant entourés du petit saint Jean Baptiste et de trois anges";"Ghirlandaio, Domenico (Domenico di Tommaso Bigordi, dit) ; Italie";"1475 / 1500  (4e quart du XVe siècle)";"MI 547; Campana 257";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (1ère travée)";
cl010062357;"Paysage montagneux avec femmes lavant du linge dans un ruisseau";"Magnasco, Alessandro ; Italie";"1750 / 1850  (Fin du XVIIIe siècle - début du XIXè siècle)";"INV 20644";"Département des Peintures";;"non exposé";
cl010062358;"La Madeleine en méditation devant un crucifix";"Luti, Benedetto ; Italie";"1685 / 1690  (4e quart du XVIIe siècle)";"INV 362; MR 334";"Département des Peintures";;"non exposé";
cl010062359;"Saint François en extase";"Lauri, Filippo ; Italie";"1650 / 1700  (2e moitié du XVIIe siècle)";"INV 335; MR 312";"Département des Peintures";;"non exposé";
cl010062360;"Le Couronnement de la Vierge avec saint Augustin et saint Guillaume d'Aquitaine";"Lanfranco, Giovanni ; Italie";"1615 / 1616  (1e quart du XVIIe siècle)";"INV 332; MR 306";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (4e travée)";
cl010062361;"La place du dôme à Milan";"Inganni, Angelo ; Italie";1853;"INV 20617";"Département des Peintures";;"non exposé";
cl010062362;"La sibylle phrygienne avec un putto";"Le Guerchin (Barbieri, Giovanni Francesco, dit Il Guercino) ; Italie";1645;"INV 91; B 127";"Département des Peintures";;"non exposé";
cl010062363;Circé;"Le Guerchin (Barbieri, Giovanni Francesco, dit Il Guercino) ; Italie Émilie-Romagne Bologne";"1640 / 1650  (2e quart du XVIIe siècle)";"INV 86; MR 267";"Département des Peintures";;"non exposé";
cl010062364;"Hersilie séparant Romulus et Tatius";"Le Guerchin (Barbieri, Giovanni Francesco, dit Il Guercino) ; Italie Émilie-Romagne Bologne";1645;"INV 85; MR 266";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (5e travée)";
cl010062365;"La Vision de saint Jérôme";"Le Guerchin (Barbieri, Giovanni Francesco, dit Il Guercino) ; Italie Émilie-Romagne Bologne";"1600 / 1625  (1e quart du XVIIe siècle)";"INV 82; MR 259";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (Lesdiguières)";
cl010062366;"La Sainte Famille";"Luini, Bernardino ; Italie";"1510 / 1515  (1e quart du XVIe siècle)";"INV 359; MR 332";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (2e travée)";
cl010062367;"L'Adoration de l'Enfant Jésus avec la Vierge, saint Joseph, le petit saint Jean Baptiste, sainte Élisabeth, saint Zacharie et trois anges ou La Reconnaissance de la nature divine du Christ";"Lotto, Lorenzo ; Italie";"1525 / 1550  (2e quart du XVIe siècle)";"INV 818; MR 192";"Département des Peintures";;"Denon, [Peint] Salle 711 - Salle de la Joconde, Salle 711 - (Vestibule Salle des Etats)";
cl010062368;"La Femme adultère";"Lotto, Lorenzo ; Italie";"1527 / 1529  (1e tiers du XVIe siècle)";"INV 353; MR 329";"Département des Peintures";;"Denon, [Peint] Salle 711 - Salle de la Joconde, Salle 711 - (Vestibule Salle des Etats)";
cl010062369;"Portrait de femme, dit La Belle Ferronnière";"Italie ; Anonyme";"1500 / 1510  (1e quart du XVIe siècle)";"INV 786; B 65";"Département des Peintures";;"Abu Dhabi (Emirats Arabes Unis), Louvre Abu Dhabi";
cl010062370;"Portrait de Lisa Gherardini, épouse de Francesco del Giocondo, dit La Joconde ou Monna Lisa";"Léonard de Vinci (Leonardo di ser Piero da Vinci, dit Leonardo da Vinci) ; Italie";"1503 / 1519  (1e quart du XVIe siècle)";"INV 779; MR 316";"Département des Peintures";;"Denon, [Peint] Salle 711 - Salle de la Joconde, Salle 711 - (Salle des Etats)";
cl010062371;"Saint Jean Baptiste";"Léonard de Vinci (Leonardo di ser Piero da Vinci, dit Leonardo da Vinci) ; Italie ; Melzi, Francesco";"1517 / 1520  (1e quart du XVIe siècle)";"INV 780; MR 325";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (2e travée)";
cl010062372;"Portrait de femme, dit à tort La Belle Ferronnière";"Léonard de Vinci (Leonardo di ser Piero da Vinci, dit Leonardo da Vinci) ; Italie";"1490 / 1497  (4e quart du XVe siècle)";"INV 778; MR 317";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (2e travée)";
cl010062373;"La Vierge, l'Enfant Jésus, saint Jean Baptiste et un ange, dit La Vierge aux rochers";"Léonard de Vinci (Leonardo di ser Piero da Vinci, dit Leonardo da Vinci) ; Italie";"1483 / 1494  (4e quart du XVe siècle)";"INV 777; MR 320";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (2e travée)";
cl010062374;"Saint Jean Baptiste";"Léonard de Vinci (Leonardo di ser Piero da Vinci, dit Leonardo da Vinci) ; Italie";"1508 / 1519  (1e quart du XVIe siècle)";"INV 775; MR 318";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (2e travée)";
cl010062375;"La Vierge aux cerises";"Carrache, Annibal (Carracci, Annibale) ; Italie Émilie-Romagne Bologne";"1575 / 1600  (4e quart du XVIe siècle)";"INV 194; MR 132";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (4e travée)";
cl010062376;"Le Sacrifice d'Abraham";"Carrache, Annibal (Carracci, Annibale) ; Italie Émilie-Romagne Bologne";"1575 / 1600  (4e quart du XVIe siècle)";"INV 188; MR 130";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (Lesdiguières)";
cl010062377;L'Annonciation;"Carrache, Augustin (Carracci, Agostino) ; Italie Émilie-Romagne Bologne";"1575 / 1600  (4e quart du XVIe siècle)";"INV 182; MR 137";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (Lesdiguières)";
cl010062378;"Double portrait : deux jeunes hommes, dit autrefois Portrait de Giovanni et Gentile Bellini ou Portrait de deux patriciens de Venise";"Italie ; Anonyme";"1500 / 1540  (Début du XVIe siècle)";"INV 101; MR 59";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (2e travée)";
cl010062379;"La Vierge à l'Enfant avec saint Sébastien";"Cariani (Giovanni de' Busi, dit) ; Italie";"1517 / 1523  (1e quart du XVIe siècle)";"INV 102; MR 60";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (2e travée)";
cl010062380;"Les Noces de Cana";"Bassano, Leandro (Leandro dal Ponte, dit) ; Italie Vénétie Venise";"vers 1579";"INV 431; MR 50";"Département des Peintures";;"non exposé";
cl010062381;L'Annonciation;"Braccesco, Carlo di Giovanni, dit Carlo da Milano ; Italie Ligurie";"1400 / 1500  (XVe siècle)";"INV 1410 Centre; L 3460";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (1ère travée)";
cl010062382;"La Nativité de la Vierge";"Cortone, Pierre de (Berrettini, Pietro) ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 106; MR 410";"Département des Peintures";;"non exposé";
cl010062383;"L'Adoration des bergers";"Italie ; Bassano, Francesco (Francesco dal Ponte, dit)";"1600 / 1625  (1e quart du XVIIe siècle)";"INV 582; MR 459";"Département des Peintures";;"non exposé";
cl010062384;"Les Hébreux recueillant l'eau jaillie du rocher frappé par Moïse";"Bassano, Leandro (Leandro dal Ponte, dit) ; Italie Vénétie Venise";"après 1585";"INV 429; MR 49";"Département des Peintures";;"non exposé";
cl010062385;"L'Entrée des animaux dans l'Arche";"Bassano, Leandro (Leandro dal Ponte, dit) ; Italie Vénétie Venise";"après 1579";"INV 428; MR 56";"Département des Peintures";;"non exposé";
cl010062386;"La Montée au Calvaire";"Bassano, Francesco (Francesco dal Ponte, dit) ; Italie";"vers 1575";"INV 432; MR 52";"Département des Peintures";;"Denon, [Peint] Salle 711 - Salle de la Joconde, Salle 711 - (Salle des Etats)";
cl010062387;"L'Incarnation du Christ. L'Annonciation avec les saintes Marguerite et Marie-Madeleine et les saints Paul, Jean Baptiste, Jérôme et François";"Fra Bartolomeo (Baccio della Porta, dit) ; Italie Toscane Florence";1515;"INV 96; MR 223";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (2e travée)";
cl010062388;"L'Adoration des bergers";"Castiglione, Giovanni Benedetto ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 240; MR 145";"Département des Peintures";;"non exposé";
cl010062389;"La rencontre d'Abraham et de Melchisédech";"Castiglione, Giovanni Benedetto ; Italie";"1650 / 1675  (3e quart du XVIIe siècle)";"INV 238; MR 144";"Département des Peintures";;"non exposé";
cl010062390;"Une Bataille";"Casanova, François-Joseph ; Italie";"1750 / 1800  (2e moitié du XVIIIe siècle)";"INV 3156; MR 1314";"Département des Peintures";;"non exposé";
cl010062391;"Choc de cavalerie";"Casanova, François-Joseph ; Italie";"1750 / 1800  (2e moitié du XVIIIe siècle)";"INV 3155; MR 1315";"Département des Peintures";;"non exposé";
cl010062392;"La Bataille de Lens par le prince de Condé contre l'armée espagnole (20 août 1648)";"Casanova, François-Joseph ; Italie";"1750 / 1775  (3e quart du XVIIIe siècle)";"INV 3154; LP 1702";"Département des Peintures";;"non exposé";
cl010062393;"La Vierge et l'Enfant";"Carrache, Ludovic (Ludovico Carracci, dit) ; Italie Émilie-Romagne Bologne";"1575 / 1625  (Fin du XVIe siècle - début du XVIIè siècle)";"INV 184; MR 139";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (4e travée)";
cl010062394;"Le Déluge";"Carrache, Antoine (Carracci, Antonio) ; Italie";"1600 / 1625  (1e quart du XVIIe siècle)";"INV 230; MR 136";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (4e travée)";
cl010062395;"La Nativité";"Albani, Francesco ; Italie";"1600 / 1625  (1e quart du XVIIe siècle)";"INV 193; MR 111";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (la Trémoille)";
cl010062396;"Portrait d'homme, dit autrefois Portrait du docteur Boissy";"Carrache, Annibal (Carracci, Annibale) ; Italie Émilie-Romagne Bologne";"1575 / 1600  (4e quart du XVIe siècle)";"INV 213; MR 131";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (4e travée)";
cl010062397;"La Pêche";"Carrache, Annibal (Carracci, Annibale) ; Italie Émilie-Romagne Bologne";"1575 / 1600  (4e quart du XVIe siècle)";"INV 209; MR 126";"Département des Peintures";;"Denon, [Peint] Salle 712 - Grande Galerie, Salle 712 - (3e travée)";
cl010062398;"La Lapidation de saint Étienne";"Carrache, Annibal (Carracci, Annibale) ; Italie Émilie-Romagne Bologne";"1603 / 1604  (1e quart du XVIIe siècle)";"INV 204; MR 122";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (Lesdiguières)";
cl010062399;"La Lapidation de saint Étienne";"Carrache, Annibal (Carracci, Annibale) ; Italie Émilie-Romagne Bologne";"1600 / 1605  (Début du XVIIe siècle)";"INV 203; MR 121";"Département des Peintures";;"non exposé";
cl010062400;"Paysage avec Hercule tirant Cacus de sa caverne";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";"1600 / 1625  (1e quart du XVIIe siècle)";"INV 795; MR 187";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (5e travée)";
cl010062401;"Paysage avec Hercule combattant Acheloüs changé en taureau";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";"1600 / 1625  (1e quart du XVIIe siècle)";"INV 794; MR 188";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (5e travée)";
cl010062402;"Sainte Cécile avec un ange tenant une partition musicale";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";"1600 / 1625  (1e quart du XVIIe siècle)";"INV 793; MR 181";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (4e travée)";
cl010062403;"Le Ravissement de saint Paul";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";"1600 / 1625  (1e quart du XVIIe siècle)";"INV 792; MR 182";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (la Trémoille)";
cl010062404;"La Vierge et l'Enfant Jésus avec saint Jean, dit aussi Le Silence, ou encore Le Silence du Carrache";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";"vers 1605";"INV 195; MR 114";"Département des Peintures";;"non exposé";
cl010062405;"Le Christ bénissant, dit aussi L'Institution de l'Eucharistie";"Dolci, Carlo ; Italie";"1601 / 1700  (XVIIe siècle)";"INV 265; MR 175";"Département des Peintures";;"non exposé";
cl010062406;Nymphe;"Corrège (Antonio Allegri, dit Il Correggio) ; Italie";"1500 / 1600  (XVIe siècle)";"INV 44; B 35";"Département des Peintures";;"non exposé";
cl010062407;"Vénus, Satyre et l'Amour endormi";"Corrège (Antonio Allegri, dit Il Correggio) ; Italie Émilie-Romagne Parme";"1524 / 1527  (1e tiers du XVIe siècle)";"INV 42; MR 163";"Département des Peintures";;"Denon, [Peint] Salle 712 - Grande Galerie, Salle 712 - (Tribune)";
cl010062408;"Le Mariage mystique de sainte Catherine d'Alexandrie en présence de saint Sébastien ; dans le paysage, martyres de deux saints";"Corrège (Antonio Allegri, dit Il Correggio) ; Italie Émilie-Romagne Parme";"1526 / 1527  (2e quart du XVIe siècle)";"INV 41; MR 162";"Département des Peintures";;"Denon, [Peint] Salle 712 - Grande Galerie, Salle 712 - (3e travée)";
cl010062409;"Borée enlevant Orithye";"Conca, Sebastiano ; Italie";"1715 / 1730  (1e tiers du XVIIIe siècle)";"INV 303; MR 247";"Département des Peintures";;"non exposé";
cl010062410;"La Flagellation du Christ";"Cavalier d'Arpin (Giuseppe Cesari, dit Il Cavalier d'Arpino, ou Le) ; Italie";"1600 / 1700  (XVIIe siècle)";"INV 8559; B 1328";"Département des Peintures";;"non exposé";
cl010062411;"L' Ange gardien";"Fetti, Domenico ; Italie";"1616 / 1618  (1e quart du XVIIe siècle)";"INV 282; MR 214";"Département des Peintures";;"non exposé";
cl010062412;"La Vie champêtre, ou La Fileuse, ou Adam et Ève condamnés au travail";"Fetti, Domenico ; Italie";"1610 / 1620  (1e quart du XVIIe siècle)";"INV 280; MR 215";"Département des Peintures";;"non exposé";
cl010062413;"La Mélancolie";"Fetti, Domenico ; Italie";"vers 1618";"INV 281; MR 216";"Département des Peintures";;"non exposé";
cl010062414;"L' Empereur Domitien";"Fetti, Domenico ; Italie";"1616 / 1617  (1e quart du XVIIe siècle)";"INV 279; MR 217";"Département des Peintures";;"non exposé";
cl010062415;"Combat de turcs et de chevaliers";"Falcone, Aniello ; Italie Campanie Naples";1631;"INV 275; MR 541";"Département des Peintures";;"non exposé";
cl010062416;"Le Christ et la Vierge apparaissant à saint François d'Assise";"Faccini, Pietro ; Italie Émilie-Romagne Bologne";"1575 / 1600  (4e quart du XVIe siècle)";"INV 266; MR 346";"Département des Peintures";;"non exposé";
cl010062417;"Portrait d'homme, dit autrefois Portrait de Cesare Borgia";"Dosso Dossi (Giovanni Luteri, dit) ; Italie";"1500 / 1600  (XVIe siècle)";"INV 866; MR 194";"Département des Peintures";;"non exposé";
cl010062418;"David jouant de la harpe";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";;"INV 803; B 1404";"Département des Peintures";;"non exposé";
cl010062419;"Paysage avec un ermite";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";"1600 / 1650  (1e moitié du XVIIe siècle)";"INV 211; MR 128";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (la Trémoille)";
cl010062420;"Renaud présentant un miroir à Armide";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";"1600 / 1625  (1e quart du XVIIe siècle)";"INV 798; MR 185";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (5e travée)";
cl010062421;"Timoclée captive amenée devant Alexandre";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";"1500 / 1525  (1e quart du XVIe siècle)";"INV 796; MR 186";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (4e travée)";
cl010062422;L'Assomption;"Poussin, Nicolas ; France";"1649 / 1650  (2e quart du XVIIe siècle)";"INV 7284; MR 2324";"Département des Peintures";;"Sully, [Peint] Salle 911- L'atticisme, Salle 911 - (ex-salle 26F)";
cl010062423;"Le militaire et le petit tambour";"Angeli, Giuseppe ; Italie";"1750 / 1775  (3e quart du XVIIIe siècle)";"INV 66; MR 42";"Département des Peintures";;"non exposé";
cl010062424;"Adonis conduit près de Vénus par les amours, dit aussi à tort L'Eau";"Albani, Francesco ; Italie";"1621 / 1633  (1e tiers du XVIIe siècle)";"INV 12; MR 16";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (5e travée)";
cl010062425;"Le Repos de Vénus et de Vulcain, dit aussi à tort Le Feu";"Albani, Francesco ; Italie";"1621 / 1633  (1e tiers du XVIIe siècle)";"INV 10; MR 14";"Département des Peintures";;"Denon, [Peint] Salle 716 - Grande Galerie, Salle 716 - (5e travée)";
cl010062426;"Le Sommeil de l'Enfant Jésus";"Garofalo (Benvenuto Tisi, dit Il) ; Italie";"1500 / 1550  (1e moitié du XVIe siècle)";"INV 695; MR 230";"Département des Peintures";;"non exposé";
cl010062427;"La Vierge, l'Enfant Jésus et saint Joseph avec sainte Élisabeth et le petit saint Jean Baptiste";"Garofalo (Benvenuto Tisi, dit Il) ; Italie";"1500 / 1550  (1e moitié du XVIe siècle)";"INV 694; MR 229";"Département des Peintures";;"non exposé";
cl010062428;"La Circoncision";"Garofalo (Benvenuto Tisi, dit Il) ; Italie";1519;"INV 692; MR 191";"Département des Peintures";;"non exposé";
cl010062429;"L'accouchement et la mort de Rachel";"Furini, Francesco ; Italie";"vers 1633";"INV 704; MR 33";"Département des Peintures";;"non exposé";
cl010062430;"Portrait d'homme";"Franciabigio (Francesco di Cristofano Bigi, dit) ; Italie";"vers 1510";"INV 517; MR 442";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (2e travée)";
cl010062431;"L'Extase de la Madeleine avec des anges musiciens";"Franceschini, Marcantonio ; Italie";"après 1680";"INV 27; B 2";"Département des Peintures";;"non exposé";
